시즌,소속팀,이름,포지션,WAR*,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WPA
2004,한화 이글스,김승권,,-0.24,28,54,47,6,9,3,0,0,12,1,0,1,4,0,0,12,0,3,0,0.191,0.255,0.255,0.51,0.232,28.2,
2004,한화 이글스,조윤채,,-0.28,14,16,16,2,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.063,0.063,0.063,0.125,0.059,-86.7,
2004,한화 이글스,백재호,SS,-0.34,69,48,45,2,7,3,1,0,12,6,0,0,0,0,0,11,3,3,0,0.156,0.156,0.267,0.422,0.175,-9.5,
2004,한화 이글스,디아즈,DH,-0.35,70,224,187,25,39,12,0,7,72,26,2,5,22,5,0,27,9,6,4,0.209,0.303,0.385,0.688,0.307,78.1,
2004,한화 이글스,김수연,RF,-0.76,115,197,170,32,42,1,0,1,46,8,17,11,11,0,0,26,3,12,4,0.247,0.287,0.271,0.557,0.249,40.1,
2004,한화 이글스,한상훈,2B,-0.83,63,162,147,15,29,4,0,0,33,4,1,2,6,2,0,34,4,7,0,0.197,0.239,0.224,0.463,0.214,16.7,
2004,LG 트윈스,이병규,CF,5.72,129,562,496,95,160,26,2,14,232,64,8,4,50,12,1,72,14,3,1,0.323,0.397,0.468,0.865,0.396,139.4,
2004,LG 트윈스,김재현,RF,4.13,120,458,373,56,112,18,3,14,178,62,1,1,66,12,5,58,10,0,7,0.3,0.415,0.477,0.892,0.405,145.4,
2004,LG 트윈스,박용택,RF,2.77,109,435,393,51,118,15,2,16,185,58,10,4,32,3,3,68,4,6,1,0.3,0.357,0.471,0.827,0.369,120.4,
2004,LG 트윈스,마틴,DH,2.35,107,420,358,45,104,16,4,9,155,52,7,0,51,6,3,57,7,0,5,0.291,0.383,0.433,0.816,0.375,124.5,
2004,LG 트윈스,박경수,3B,2.12,92,388,328,50,88,15,0,6,121,33,7,6,40,13,1,72,6,4,3,0.268,0.367,0.369,0.736,0.345,103.6,
2004,LG 트윈스,조인성,C,1.85,129,432,386,40,98,16,0,8,138,49,2,5,36,3,0,63,9,3,4,0.254,0.319,0.358,0.677,0.314,82.2,
2004,LG 트윈스,김상현,3B,1.28,100,316,277,37,67,10,2,9,108,35,7,5,28,7,2,77,11,3,1,0.242,0.326,0.39,0.716,0.326,90.7,
2004,LG 트윈스,권용관,SS,0.89,124,341,285,34,67,5,5,2,88,25,9,5,27,13,0,81,5,14,2,0.235,0.327,0.309,0.636,0.294,68.2,
2004,LG 트윈스,이종열,2B,0.61,106,357,303,34,77,9,2,1,93,22,2,4,34,5,0,45,3,15,0,0.254,0.339,0.307,0.646,0.3,72.2,
2004,LG 트윈스,최동수,1B,0.53,123,414,381,49,98,22,0,15,165,57,1,1,23,2,3,51,15,4,4,0.257,0.3,0.433,0.733,0.324,89.1,
2004,LG 트윈스,최만호,LF,0.32,112,202,170,24,43,6,4,1,60,34,6,4,13,9,0,41,0,8,2,0.253,0.335,0.353,0.688,0.312,80.5,
2004,LG 트윈스,김정민,C,0.07,61,105,97,10,26,3,0,1,32,15,0,1,1,1,0,23,1,3,3,0.268,0.275,0.33,0.604,0.269,50.7,
2004,LG 트윈스,이성열,C,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2004,LG 트윈스,이시찬,,0.01,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2004,LG 트윈스,민경수,P,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2004,LG 트윈스,정재복,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2004,LG 트윈스,박기남,,-0.02,38,38,34,4,8,0,0,0,8,3,0,0,4,0,0,11,0,0,0,0.235,0.316,0.235,0.551,0.275,55.3,
2004,LG 트윈스,최승환,C,-0.05,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.2,0.0,0.2,0.145,-35.7,
2004,LG 트윈스,김용우,,-0.05,11,10,7,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0.0,0.3,0.0,0.3,0.224,19.4,
2004,LG 트윈스,허용,,-0.07,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-137.3,
2004,LG 트윈스,최길성,,-0.1,16,35,31,3,5,0,0,1,8,4,0,0,4,0,0,11,1,0,0,0.161,0.257,0.258,0.515,0.249,37.0,
2004,LG 트윈스,안치용,,-0.13,22,35,29,5,3,2,0,0,5,5,1,0,4,2,0,11,0,0,0,0.103,0.257,0.172,0.43,0.228,22.2,
2004,LG 트윈스,김재학,,-0.14,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0.0,0.0,-137.3,
2004,LG 트윈스,안상준,3B,-0.16,14,23,22,2,4,0,0,0,4,0,0,0,1,0,0,5,1,0,0,0.182,0.217,0.182,0.399,0.196,-0.3,
2004,LG 트윈스,김우석,,-0.17,43,51,46,8,8,2,0,1,13,2,0,0,3,1,0,10,0,1,0,0.174,0.24,0.283,0.523,0.242,31.6,
2004,LG 트윈스,양현석,LF,-0.19,52,64,58,4,10,4,0,2,20,12,0,0,4,1,0,14,1,0,1,0.172,0.234,0.345,0.579,0.262,45.8,
2004,LG 트윈스,이대형,,-0.2,13,12,11,1,1,0,0,0,1,0,2,1,0,0,0,4,0,1,0,0.091,0.091,0.091,0.182,0.079,-82.3,
2004,LG 트윈스,유지현,2B,-0.25,16,36,33,3,5,0,0,0,5,2,0,0,3,0,0,9,0,0,0,0.152,0.222,0.152,0.374,0.192,-3.2,
2004,LG 트윈스,한규식,2B,-0.28,45,72,66,8,16,1,0,0,17,4,0,1,1,1,0,16,0,3,1,0.242,0.261,0.258,0.518,0.236,27.4,
2004,LG 트윈스,홍현우,3B,-0.37,39,107,95,11,17,5,0,2,28,12,0,0,7,0,0,31,0,2,3,0.179,0.229,0.295,0.523,0.235,27.1,
2004,LG 트윈스,오태근,,-0.55,46,44,39,9,4,0,0,0,4,0,5,3,3,0,0,14,0,2,0,0.103,0.167,0.103,0.269,0.135,-42.6,
2004,LG 트윈스,김태완,,-0.63,15,37,36,1,3,0,0,0,3,2,0,0,0,0,0,15,0,0,1,0.083,0.081,0.083,0.164,0.077,-83.8,
2004,LG 트윈스,이용규,LF,-0.81,52,70,62,3,8,1,0,0,9,2,1,3,4,2,0,21,0,1,1,0.129,0.203,0.145,0.348,0.176,-14.0,
2004,롯데 자이언츠,페레즈,LF,3.09,125,532,490,60,154,17,0,18,225,86,7,6,33,5,6,66,19,1,3,0.314,0.362,0.459,0.821,0.37,121.3,
2004,롯데 자이언츠,손인호,RF,2.53,122,480,408,54,116,21,2,5,156,42,3,2,62,5,2,75,5,1,4,0.284,0.382,0.382,0.764,0.359,113.3,
2004,롯데 자이언츠,김주찬,3B,2.07,120,503,450,53,109,20,5,7,160,42,44,10,32,13,0,92,7,6,2,0.242,0.31,0.356,0.665,0.307,77.8,
2004,롯데 자이언츠,최기문,C,1.99,108,372,327,39,89,16,2,2,115,32,7,6,25,10,0,40,2,8,2,0.272,0.341,0.352,0.692,0.321,87.0,
2004,롯데 자이언츠,라이온,DH,1.72,102,438,404,52,121,28,0,12,185,55,3,1,25,5,2,66,5,1,3,0.3,0.346,0.458,0.804,0.363,116.0,
2004,롯데 자이언츠,정수근,CF,1.62,92,340,292,37,75,11,1,3,97,29,24,5,38,3,1,38,4,6,1,0.257,0.347,0.332,0.68,0.319,85.7,
2004,롯데 자이언츠,이대호,1B,1.57,132,514,444,52,110,26,0,20,196,68,4,3,38,20,0,78,21,6,6,0.248,0.331,0.441,0.772,0.347,104.8,
2004,롯데 자이언츠,박준서,,0.68,86,182,157,26,38,10,3,3,63,18,5,1,11,6,0,37,2,7,1,0.242,0.314,0.401,0.716,0.316,83.6,
2004,롯데 자이언츠,박연수,RF,0.57,74,143,123,10,30,9,1,3,50,17,1,0,17,1,0,49,2,1,1,0.244,0.338,0.407,0.745,0.341,100.8,
2004,롯데 자이언츠,김대익,CF,0.56,48,116,106,19,30,5,2,1,42,11,3,1,6,1,0,16,2,2,1,0.283,0.325,0.396,0.721,0.326,90.4,
2004,롯데 자이언츠,신명철,2B,0.44,54,157,140,18,37,6,2,0,47,9,6,2,11,1,0,31,3,5,0,0.264,0.322,0.336,0.658,0.301,73.7,
2004,롯데 자이언츠,조성환,2B,0.3,19,87,70,6,18,4,0,0,22,1,3,0,8,4,1,16,1,5,0,0.257,0.366,0.314,0.68,0.309,79.1,
2004,롯데 자이언츠,박정태,,0.28,26,27,18,2,5,0,0,0,5,3,0,0,9,0,0,3,2,0,0,0.278,0.519,0.278,0.796,0.417,153.5,
2004,롯데 자이언츠,박현승,3B,0.24,61,174,146,18,32,6,0,1,41,11,2,1,22,2,0,30,4,3,1,0.219,0.328,0.281,0.608,0.293,68.2,
2004,롯데 자이언츠,김태균,SS,0.16,40,83,78,9,19,2,0,3,30,10,0,0,2,1,0,23,3,1,1,0.244,0.268,0.385,0.653,0.291,66.9,
2004,롯데 자이언츠,서정호,,0.15,15,37,33,5,7,0,0,2,13,4,2,0,4,0,0,9,1,0,0,0.212,0.297,0.394,0.691,0.317,84.3,
2004,롯데 자이언츠,최준석,C,0.13,10,20,19,3,4,0,0,2,10,2,0,0,0,1,0,1,2,0,0,0.211,0.25,0.526,0.776,0.336,97.9,
2004,롯데 자이언츠,심제훈,,0.01,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2004,롯데 자이언츠,이정훈,P,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2004,롯데 자이언츠,노장진,P,0.01,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,1.0,,,,,
2004,롯데 자이언츠,김만윤,,0.0,7,11,10,1,3,0,0,0,3,0,0,1,0,1,0,4,0,0,0,0.3,0.364,0.3,0.664,0.327,91.1,
2004,롯데 자이언츠,김종성,,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2004,롯데 자이언츠,허일상,C,-0.02,27,42,36,4,7,2,0,0,9,3,0,1,5,0,0,5,0,0,1,0.194,0.286,0.25,0.536,0.261,46.3,
2004,롯데 자이언츠,장원준,P,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.3,
2004,롯데 자이언츠,성민국,C,-0.04,4,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.2,0.0,0.2,0.151,-29.2,
2004,롯데 자이언츠,이계성,,-0.07,54,70,56,3,10,0,0,0,10,5,1,0,14,0,2,14,1,0,0,0.179,0.343,0.179,0.521,0.267,50.4,
2004,롯데 자이언츠,박기혁,SS,-0.08,131,386,340,35,69,7,2,6,98,35,11,4,30,3,0,75,8,12,1,0.203,0.273,0.288,0.561,0.259,44.4,
2004,롯데 자이언츠,박경진,C,-0.09,35,69,61,5,10,2,1,0,14,3,1,0,4,3,0,8,2,1,0,0.164,0.25,0.23,0.48,0.233,26.5,
2004,롯데 자이언츠,문규현,,-0.11,8,3,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.3,
2004,롯데 자이언츠,황이갑,,-0.12,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.3,
2004,롯데 자이언츠,조효상,,-0.13,10,8,7,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0.0,0.125,0.0,0.125,0.091,-70.8,
2004,롯데 자이언츠,강민호,C,-0.13,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0.0,0.0,-133.3,
2004,롯데 자이언츠,이시온,,-0.13,4,14,12,1,1,0,0,0,1,1,0,0,2,0,0,7,0,0,0,0.083,0.214,0.083,0.298,0.171,-15.5,
2004,롯데 자이언츠,박진환,,-0.21,23,36,31,2,6,1,0,0,7,4,0,0,1,1,0,6,0,2,1,0.194,0.235,0.226,0.461,0.209,10.2,
2004,롯데 자이언츠,김승관,2B,-0.27,29,90,78,6,15,2,0,0,17,5,0,1,10,0,0,25,2,0,2,0.192,0.278,0.218,0.496,0.246,36.0,
2004,롯데 자이언츠,조인신,,-0.29,22,15,14,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0.0,0.067,0.0,0.067,0.048,-100.0,
2004,롯데 자이언츠,박정준,,-0.48,16,37,34,1,3,0,0,0,3,2,1,0,2,0,0,11,0,1,0,0.088,0.139,0.088,0.227,0.116,-53.6,
2004,롯데 자이언츠,이인구,,-0.58,41,69,58,10,7,0,0,0,7,0,1,0,2,5,0,15,0,4,0,0.121,0.215,0.121,0.336,0.172,-15.2,
2004,KIA 타이거즈,심재학,RF,4.33,128,469,372,64,105,23,2,22,198,81,1,4,79,6,4,54,7,3,9,0.282,0.408,0.532,0.94,0.413,149.6,
2004,KIA 타이거즈,홍세완,SS,4.28,96,407,342,57,101,20,1,15,168,51,8,4,50,6,1,43,14,3,6,0.295,0.389,0.491,0.88,0.394,136.7,
2004,KIA 타이거즈,이종범,CF,4.27,133,577,493,100,128,29,0,17,208,52,42,7,53,17,1,50,9,12,2,0.26,0.35,0.422,0.772,0.349,106.2,
2004,KIA 타이거즈,장성호,1B,4.24,130,561,474,78,142,29,0,19,228,80,11,7,76,7,5,61,11,0,4,0.3,0.401,0.481,0.882,0.4,140.8,
2004,KIA 타이거즈,김종국,2B,2.65,133,562,491,66,130,20,1,10,182,46,39,8,46,5,0,81,10,18,2,0.265,0.333,0.371,0.703,0.319,85.9,
2004,KIA 타이거즈,이재주,C,2.51,119,298,250,34,64,16,1,8,106,39,0,2,40,6,3,51,9,0,2,0.256,0.369,0.424,0.793,0.363,116.1,
2004,KIA 타이거즈,김상훈,C,2.07,128,439,389,39,102,21,0,8,147,45,2,1,33,1,0,66,11,13,3,0.262,0.319,0.378,0.697,0.313,82.4,
2004,KIA 타이거즈,손지환,SS,1.9,114,333,303,40,82,15,1,13,138,42,3,3,13,6,0,26,5,8,3,0.271,0.311,0.455,0.766,0.336,97.6,
2004,KIA 타이거즈,마해영,DH,1.47,124,519,437,54,123,16,0,11,172,71,4,3,56,14,4,68,19,1,11,0.281,0.373,0.394,0.766,0.354,110.0,
2004,KIA 타이거즈,박재홍,LF,1.09,73,226,186,29,47,9,1,7,79,29,7,5,35,0,2,37,8,2,3,0.253,0.366,0.425,0.791,0.357,112.0,
2004,KIA 타이거즈,이현곤,3B,0.73,68,139,116,17,32,9,0,1,44,10,3,0,11,5,0,14,5,7,0,0.276,0.364,0.379,0.743,0.334,96.1,
2004,KIA 타이거즈,김지훈,C,0.56,55,56,48,5,14,2,0,2,22,5,0,0,7,0,0,10,0,0,1,0.292,0.375,0.458,0.833,0.379,126.7,
2004,KIA 타이거즈,김경언,LF,0.14,114,220,189,20,46,6,2,3,65,25,6,2,21,1,2,39,6,5,4,0.243,0.316,0.344,0.66,0.298,71.9,
2004,KIA 타이거즈,이정상,,-0.01,6,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.236,30.6,
2004,KIA 타이거즈,서동욱,1B,-0.03,58,114,94,12,20,4,0,3,33,11,1,2,15,1,0,35,2,4,0,0.213,0.327,0.351,0.678,0.31,80.0,
2004,KIA 타이거즈,김민철,1B,-0.06,11,10,10,2,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.3,0.5,0.225,23.3,
2004,KIA 타이거즈,김주호,,-0.06,27,28,27,3,6,0,0,1,9,7,0,1,1,0,0,8,0,0,0,0.222,0.25,0.333,0.583,0.268,51.7,
2004,KIA 타이거즈,김인철,,-0.1,3,7,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0.0,0.167,0.0,0.167,0.104,-58.4,
2004,KIA 타이거즈,허준,SS,-0.18,11,11,10,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0.0,0.091,0.0,0.091,0.066,-83.8,
2004,KIA 타이거즈,김원섭,,-0.18,41,41,34,3,9,0,0,0,9,1,0,3,3,0,0,8,0,4,0,0.265,0.324,0.265,0.589,0.261,47.0,
2004,KIA 타이거즈,김경진,LF,-0.34,66,86,78,12,16,2,0,1,21,6,0,1,2,4,0,18,0,1,1,0.205,0.259,0.269,0.528,0.249,39.3,
2004,KIA 타이거즈,김주형,,-0.4,47,83,74,7,12,2,0,2,20,8,0,1,6,0,0,17,0,0,3,0.162,0.217,0.27,0.487,0.224,22.6,
2004,현대 유니콘스,브룸바,LF,8.37,132,594,475,92,163,25,1,33,289,105,7,8,114,1,10,79,10,0,4,0.343,0.468,0.608,1.076,0.473,190.6,
2004,현대 유니콘스,전준호,CF,4.24,132,581,487,88,142,10,7,4,178,48,53,7,63,5,2,64,4,24,2,0.292,0.377,0.366,0.743,0.337,98.4,
2004,현대 유니콘스,박진만,SS,4.03,129,506,434,65,124,18,0,17,193,69,6,3,48,9,2,67,10,10,5,0.286,0.365,0.445,0.81,0.362,115.5,
2004,현대 유니콘스,심정수,RF,3.33,102,455,367,64,94,14,1,22,176,78,0,1,75,6,3,128,11,0,7,0.256,0.385,0.48,0.864,0.389,133.2,
2004,현대 유니콘스,송지만,LF,2.9,132,567,486,80,129,21,0,22,216,74,6,7,63,9,1,127,16,9,0,0.265,0.36,0.444,0.805,0.363,116.0,
2004,현대 유니콘스,이숭용,1B,2.32,133,549,468,60,137,29,0,9,193,85,0,3,58,13,6,87,17,4,6,0.293,0.382,0.412,0.794,0.364,116.5,
2004,현대 유니콘스,정성훈,3B,2.3,118,540,470,66,125,23,0,8,172,59,1,3,54,7,3,60,11,8,1,0.266,0.35,0.366,0.716,0.331,94.1,
2004,현대 유니콘스,김동수,C,1.37,113,381,311,38,78,13,1,2,99,31,2,2,32,13,0,42,10,21,4,0.251,0.342,0.318,0.66,0.3,73.5,
2004,현대 유니콘스,채종국,2B,1.31,128,385,327,40,90,19,0,4,121,34,4,4,22,14,0,55,6,21,1,0.275,0.346,0.37,0.716,0.319,86.3,
2004,현대 유니콘스,전근표,1B,1.11,79,128,108,17,32,6,0,7,59,15,0,2,20,0,2,34,2,0,0,0.296,0.406,0.546,0.953,0.422,156.0,
2004,현대 유니콘스,강귀태,C,0.92,84,159,141,10,40,6,1,4,60,21,1,2,9,1,0,32,1,4,4,0.284,0.323,0.426,0.748,0.329,93.1,
2004,현대 유니콘스,조재호,,0.16,87,123,98,10,20,1,1,0,23,7,1,0,19,3,0,26,4,1,2,0.204,0.344,0.235,0.579,0.293,68.5,
2004,현대 유니콘스,이택근,C,0.15,41,64,57,9,12,1,0,2,19,8,0,2,5,2,0,11,1,0,0,0.211,0.297,0.333,0.63,0.298,71.6,
2004,현대 유니콘스,지석훈,,0.11,5,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,4.0,1.636,978.5,
2004,현대 유니콘스,정수성,CF,-0.02,88,35,32,17,4,0,0,0,4,1,13,0,2,1,0,5,0,0,0,0.125,0.2,0.125,0.325,0.171,-14.0,
2004,현대 유니콘스,강병식,,-0.03,16,21,17,0,3,1,0,0,4,1,1,0,3,0,0,5,1,0,1,0.176,0.286,0.235,0.521,0.256,43.5,
2004,현대 유니콘스,김일경,2B,-0.11,83,140,122,19,27,2,0,0,29,9,3,1,12,2,0,28,2,4,0,0.221,0.302,0.238,0.539,0.261,46.5,
2004,현대 유니콘스,서한규,SS,-0.16,72,41,31,9,6,0,0,0,6,3,1,0,4,0,0,7,1,5,1,0.194,0.278,0.194,0.471,0.209,11.7,
2004,현대 유니콘스,김민우,3B,-0.41,18,52,48,7,6,1,0,0,7,3,1,0,4,0,0,14,2,0,0,0.125,0.192,0.146,0.338,0.172,-13.5,
2005,두산 베어스,김동주,3B,3.94,94,338,268,51,81,13,1,10,126,50,1,2,57,12,9,38,10,0,1,0.302,0.444,0.47,0.914,0.415,157.6,
2005,두산 베어스,손시헌,SS,2.9,126,480,416,59,115,18,5,4,155,60,2,5,48,4,0,59,7,6,6,0.276,0.352,0.373,0.725,0.334,101.1,
2005,두산 베어스,안경현,2B,2.8,105,415,355,54,104,19,0,4,135,62,1,2,44,9,1,39,10,4,3,0.293,0.382,0.38,0.762,0.356,115.9,
2005,두산 베어스,홍성흔,C,2.68,115,433,394,41,107,17,0,11,157,74,2,2,29,3,0,57,17,4,3,0.272,0.324,0.398,0.723,0.329,97.2,
2005,두산 베어스,임재철,RF,1.87,109,401,336,41,104,13,3,3,132,30,10,3,35,4,0,51,5,22,4,0.31,0.377,0.393,0.77,0.34,105.1,
2005,두산 베어스,김창희,CF,1.55,84,270,221,26,60,9,0,3,78,35,4,2,35,5,1,41,3,6,3,0.271,0.379,0.353,0.732,0.34,105.0,
2005,두산 베어스,문희성,DH,1.43,114,369,322,45,88,15,0,10,133,50,12,3,29,13,1,54,8,1,4,0.273,0.353,0.413,0.766,0.352,113.3,
2005,두산 베어스,장원진,1B,1.26,123,478,423,58,121,16,0,3,146,42,4,4,42,9,1,53,5,2,2,0.286,0.361,0.345,0.707,0.335,101.1,
2005,두산 베어스,최경환,LF,1.02,102,379,332,41,87,17,2,3,117,38,11,4,32,6,0,33,6,4,5,0.262,0.333,0.352,0.686,0.318,89.6,
2005,두산 베어스,전상렬,CF,0.51,92,355,311,44,75,15,1,1,95,25,3,3,32,2,0,57,5,10,0,0.241,0.316,0.305,0.621,0.289,69.2,
2005,두산 베어스,홍원기,3B,0.49,92,162,139,17,32,6,1,3,49,22,0,0,13,5,0,32,1,4,1,0.23,0.317,0.353,0.669,0.306,80.9,
2005,두산 베어스,나주환,3B,0.45,99,200,174,21,47,9,0,1,59,19,8,3,10,4,0,36,5,10,2,0.27,0.321,0.339,0.66,0.295,73.1,
2005,두산 베어스,황윤성,1B,0.39,55,137,119,16,29,4,1,3,44,9,0,0,15,3,0,22,3,0,0,0.244,0.343,0.37,0.713,0.335,101.5,
2005,두산 베어스,강봉규,LF,0.32,48,124,102,12,24,3,1,1,32,10,2,1,18,2,1,30,2,2,0,0.235,0.361,0.314,0.674,0.32,90.6,
2005,두산 베어스,강인권,C,0.31,18,34,28,5,8,1,0,0,9,5,0,0,5,1,0,8,0,0,0,0.286,0.412,0.321,0.733,0.361,119.5,
2005,두산 베어스,김재호,,0.15,47,31,27,6,6,1,1,1,12,4,1,0,2,1,0,5,1,1,0,0.222,0.3,0.444,0.744,0.323,93.3,
2005,두산 베어스,용덕한,C,0.12,59,141,130,13,31,5,0,0,36,10,1,3,10,0,0,23,3,1,0,0.238,0.293,0.277,0.57,0.271,56.8,
2005,두산 베어스,조현근,P,0.12,1,1,1,1,1,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1.0,1.0,3.0,4.0,1.64,1016.1,
2005,두산 베어스,방승재,,0.04,6,3,2,5,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0.0,0.333,0.0,0.333,0.241,,
2005,두산 베어스,김승회,P,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2005,두산 베어스,윤석민,,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,
2005,두산 베어스,김주호,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2005,두산 베어스,김혜겸,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2005,두산 베어스,이혜천,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
2005,두산 베어스,김주호,,-0.01,5,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.236,33.2,
2005,두산 베어스,이대현,C,-0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-133.4,
2005,두산 베어스,정원석,2B,-0.08,15,15,13,2,2,0,0,0,2,1,1,1,2,0,0,3,1,0,0,0.154,0.267,0.154,0.421,0.222,22.1,
2005,두산 베어스,윤승균,CF,-0.13,116,99,90,34,17,2,0,1,22,6,39,12,5,0,0,34,0,4,0,0.189,0.232,0.244,0.476,0.217,18.6,
2005,두산 베어스,이승준,,-0.15,24,36,33,2,6,0,0,1,9,4,0,0,1,1,0,13,1,0,1,0.182,0.222,0.273,0.495,0.229,27.0,
2005,두산 베어스,고영민,,-0.19,16,18,17,2,2,0,0,0,2,0,0,0,0,1,0,9,0,0,0,0.118,0.167,0.118,0.284,0.146,-30.7,
2005,삼성 라이온즈,심정수,LF,4.89,124,528,433,77,119,14,0,28,217,87,3,2,89,4,4,116,12,0,2,0.275,0.402,0.501,0.903,0.406,149.8,
2005,삼성 라이온즈,조동찬,3B,3.61,122,447,387,55,106,16,0,16,170,63,17,6,39,15,0,84,9,3,3,0.274,0.36,0.439,0.8,0.365,121.5,
2005,삼성 라이온즈,박한이,CF,3.53,123,551,471,62,139,21,0,9,187,59,12,10,55,9,2,51,15,12,4,0.295,0.377,0.397,0.774,0.353,113.5,
2005,삼성 라이온즈,진갑용,C,2.96,110,406,347,34,100,17,0,6,135,41,1,1,36,8,1,47,8,11,4,0.288,0.365,0.389,0.754,0.342,106.0,
2005,삼성 라이온즈,김한수,1B,2.69,114,465,406,55,119,18,0,15,182,73,1,0,35,18,3,68,9,3,3,0.293,0.372,0.448,0.821,0.372,126.9,
2005,삼성 라이온즈,박종호,2B,2.28,119,484,392,63,105,21,0,4,138,36,5,2,46,18,1,48,4,25,3,0.268,0.368,0.352,0.72,0.325,94.8,
2005,삼성 라이온즈,박진만,SS,1.89,85,333,281,34,70,16,0,7,107,44,5,2,32,9,0,47,8,9,2,0.249,0.343,0.381,0.723,0.329,97.1,
2005,삼성 라이온즈,양준혁,DH,1.79,124,463,394,61,103,15,1,13,159,50,10,3,62,5,5,44,16,0,2,0.261,0.367,0.404,0.771,0.355,115.0,
2005,삼성 라이온즈,강동우,RF,0.75,125,429,367,61,88,15,3,6,127,38,9,1,43,3,2,68,8,13,3,0.24,0.322,0.346,0.668,0.302,79.0,
2005,삼성 라이온즈,김대익,,0.67,61,100,86,14,27,4,0,1,34,19,0,0,9,3,2,21,3,1,1,0.314,0.394,0.395,0.789,0.361,118.8,
2005,삼성 라이온즈,김종훈,LF,0.58,70,167,146,19,42,4,1,2,54,18,3,1,11,4,0,30,4,3,3,0.288,0.348,0.37,0.717,0.329,97.2,
2005,삼성 라이온즈,강명구,CF,0.5,106,50,44,30,11,1,0,0,12,2,21,2,4,2,0,9,1,0,0,0.25,0.34,0.273,0.613,0.302,79.2,
2005,삼성 라이온즈,김재걸,SS,0.19,103,266,231,22,57,7,0,1,67,23,8,8,17,5,0,59,6,12,1,0.247,0.311,0.29,0.601,0.276,61.2,
2005,삼성 라이온즈,이정식,C,0.14,59,78,67,7,15,3,0,1,21,4,0,0,6,1,0,13,4,4,0,0.224,0.297,0.313,0.611,0.275,60.3,
2005,삼성 라이온즈,조영훈,1B,0.04,7,5,4,0,1,1,0,0,2,2,0,0,0,1,0,1,0,0,0,0.25,0.4,0.5,0.9,0.412,154.1,
